Trial,CueType,ClippedDrop,SQI,RiemannDrop,FinalDrop,RP1_All_1_7_Riemann,RP2_F3F4_16_24_Trace,RP3_All_1_24_Riemann
63,-1.0,0,0.7624974080576422,0,0,1.6847012033517428,13.30274039893197,2.638212064961632
64,1.0,0,0.5619400902255758,0,0,2.0518389844877705,6.141533917004243,4.00872297347944
65,1.0,1,,0,1,,,
66,1.0,0,0.570526504990325,0,0,1.5817663821584123,10.886887822117224,4.370102318612575
67,1.0,0,0.6014543277612551,0,0,2.0563992986030333,4.939692250947545,3.832379389153548
68,-1.0,0,1.0,0,0,1.3585759927332226,6.49529623180385,2.708416404554208
69,-1.0,0,0.628372332259518,0,0,2.4993420600314287,8.47488305920813,2.275379759179266
70,1.0,0,0.49198283586420694,0,0,1.1283870295972507,17.882964620339465,2.610406372378141
71,1.0,0,1.0,0,0,1.7002969165064683,8.039792232161478,2.711436581471511
72,1.0,0,0.7707210296699896,0,0,1.6234161886685614,13.190602623560792,1.882368697900476
73,-1.0,0,1.0,0,0,1.6913630370254298,5.241087849705021,1.8487965839141292
74,-1.0,0,0.5952096622691967,0,0,1.6291971301478592,12.831484600985869,3.800080932986792
75,1.0,0,0.8594066408549592,0,0,1.3592544909930062,8.1436424452038,3.4475191460074828
76,1.0,0,0.584067170967353,0,0,1.308238862649289,16.089447516454726,1.987533111100236
77,-1.0,0,1.0,0,0,0.8862315961701235,9.104994633202994,2.3023126413076214
78,-1.0,1,,0,1,,,
79,-1.0,0,0.41614893114059875,0,0,2.261969314450716,10.267128695987696,4.448248712751114
80,1.0,0,0.12079706107634355,1,1,2.9839551903359673,21.347898147312293,3.8722459094736434
81,-1.0,1,,0,1,,,
82,1.0,0,1.0,0,0,1.6743709389250392,10.159462271684212,2.0871873001985706
83,-1.0,0,0.7436263145672184,0,0,1.3182453824129148,13.564708149397685,0.8668404922447612
84,-1.0,1,,0,1,,,
85,1.0,0,0.7689539624304799,0,0,1.470503275625393,11.89531959926105,3.384352223842198
86,-1.0,0,0.8090317277593766,0,0,1.7532466987043571,12.438518777863894,2.4073474913211435
87,1.0,0,0.8585910662949756,0,0,1.6673975992858414,8.520521066339073,3.4498889165147846
88,-1.0,0,0.5604033203192925,0,0,2.3411100553590245,8.739717425337576,3.58861558644898
89,1.0,0,0.5213620883969993,0,0,2.4822634390795466,10.824785241028744,3.4753865884727726
90,-1.0,0,0.1834419560268282,1,1,2.6296293281385243,21.34852893755978,3.352281741566018
91,-1.0,0,0.42187790748657283,0,0,3.1731071698755655,9.345154075962455,2.854973728300297
92,1.0,0,0.9695267526878869,0,0,1.4825624201949978,10.791733582712268,2.1041426121776863
93,-1.0,0,0.8833496990808316,0,0,1.292701511489327,11.76481081153629,2.5134299931373
94,1.0,0,0.9879303146551671,0,0,1.7341517811826956,7.449840733951119,2.3869484728001535
95,1.0,0,0.24023628924266913,0,0,3.1575307857676527,13.726348215301439,3.719854678837685
96,-1.0,0,0.7725350464050669,0,0,2.019133991788132,11.277497025186191,3.046085424517751
97,-1.0,0,1.0,0,0,1.56118288848975,4.6539576433594885,2.672452969015542
98,1.0,0,1.0,0,0,1.4920580484510921,8.850454335992675,2.752192720396207
99,-1.0,0,0.45106256574479897,0,0,2.269380578647149,10.564891802376172,4.2131497547684456
